text,text_sentiment
"may buy tech stocks week. looks like bears back! #stocks #bearmarket #stockmarketcrash inevitable. 20 years now, you__l happy bought sea red you__l green.",1
"getting poorer day, like mean tweets. #stockmarketcrash",-1
#cryptocurrency outliers #bearmarket ? #juno @junonetwork why? 2ly correlates #bitcoin #altcoin except #luna @terra_money #investments #crypto,0
wtf happening market? __ #bearmarket,-1
"omo ehh world dey experience wealth resuffling, na people way position well go smile las las. #bearmarket2022",1
"#stockmarketcrash__ #bitcoin markets ____, #climateemergency __ï¸ due heat waves . do? __irst all, stay calm._ __f control fear make decisions colder way_ __eep energy generated __ case power outage _§µ",-1
think it__ puts shorting season boys #bearmarket #bearish #bitcoin #stocks,0
see anyone say 'no way #bitcoin (or #altcoins ) hit x price. probably likely. #bearmarket #cryptocrash #cryptowinter getting started. warning followers dump crypto since november last year.,-1
woke news #stockmarketcrash #worldwar3 done #covid19 already ? ready new #war __,1
waiting day tomato zomato sell price_!__. @zomato #stockmarketcrash,0
"toes ô_¢â.ï½ __ today day new beginnings. #capitulation, #bearmarket , denying it. need change, need adapt want survive cold crypto winter __ï¸ #crypto #defi #nft #lunacrash #terraluna #cryptocrash",-1
stock markets continues crash. one biggest inflations time going on. cost living making felt. wrong economic political moves led country collapse new great depression. #inflation #stockmarketcrash #bidenworstpresidentever,-1
dear #usa citizens voters...remember bs @dnc caused time vote levels. #stockmarketcrash #covid19 #lockdown #workershortage #shortages #fuelprice #foodshortage #masshootings #hatecrime,1
alts completely bled wow_#bearmarket #btc #altcoins,0
"india lost - 19 lakh crores russia-ukraine war......while, ukraine's gdp - approx. 12 lakh crores _¤¯_¤¯_¤¯ #russiaukraineconflict #stockmarketcrash #stockmarketindia",-1
"market update ____ - general, liquidity russian-heavy etfs thin wide. russian stocks seeing abrupt moves, 10% 50%. russian bank stocks particularly vulnerable #stockmarketcrash #russia #russiaukrainecrisis",-1
crypto market crashed russian troops attack ukraine #russian #ukrainerussia #stockmarketcrash,-1
"vaults, pools, farms, nft staking, lp yield swaps, referral earnings, nexus bridge.... can't wait. show another project utility comes close this? #bearmarket #builders",0
$wkhs workhorse group isn__ recovery next two days. mark words $1 don__ get stuck ______ #stockmarketcrash #stocks,-1
"@wealthenrich #burnindiagroup behind #stockmarketcrash india , speculators ,we know values. __",1
buy #havells @ 1105/1109 sl 1100 tgt 1119/1123 #stockmarketcrash #stocks #trader #investing #stockstobuy #buythedip @kiran_jadhav_ @subhadipnandy16 @anybodycanfly @jakerachoudhury,0
"news media flip floppers acting like everything recovered crypto panic subsided wait till ultimate dip comes in, everyone's claiming united states tech sector still way expensive__ #bitcoin #stockmarketcrash #ad #usa",1
"""buy blood streets."" -john.d.rockefeller #stockmarketcrash",0
@bearmarketbuds go fucker #nft #nfts #nftcommunity #freemint #freenft #goblintownwtf @bearmarketbuds #bearmarket #bearmarketbuds,-1
"european central bank holding emergency monetary policy meeting wednesday, bond yields surged recent days many governments across euro zone. #ecb #bce #bearmarket #stockmarket #crash",-1
survive #bearmarket #eth ---&gt; #sol buy #okaybears get #rich #nftmarket #nftpromotion,0
"one nursing officer came today- sir tell market bottom comes, want invest 1 lakh. bored investing dips highs. told ask god tell god replies __ #stockmarketcrash",1
"that__ began #trading. made money happy always regretted bought earlier. know #bearmarket millionaires made. find projects believe #btfd __ dca, buy often #hodl",-1
new week new chances. let__ go guys! #xrp #btc #eth #cspr #metaverse #nft #crypto #altcoin #altcoins #cryptocurrency #bearmarket #bullmarket,1
"@peterschiff @cnbc first all, @cnbc terrible news media! let's make clear, agree you! second all, #bearmarket , everything collapsing anyway!",1
"#stockmarketcrash buy burka stock, stock symbol ""wehatewomen"".",0
first thought today #stockmarketcrash rather devastation #ukraine people seriously need adjust priorities.,-1
recession would understatement. #stockmarketcrash,-1
think market getting reddy dip level 15200 ________ #stockmarketcrash #stocks #trading #stockstotrade #stockportcounty #optionstrading #banknifty #niftycrash,0
hollywood hate peloton much? __ #peloton #bodybuilding #fitness #stockmarketcrash,-1
im curious different perspectives current #crypto #bearmarket?,1
"great stocks fall point, recover, ultimately reach new highs bad stocks fall, flounder, never recover way pick apart watch business, stock. #stockmarketcrash #stockmarket",1
"bear market strategy 101- -&gt; keep getting bags heavier. dca existing portfolio month-on-month. -&gt; don__ go in. break liquid fiat weekly/monthly sips -&gt; don__ fold, market testing strong week hands. #cryptocurrency #bitcoin #bearmarket",1
__ bottom ? ____ - 3_ months #bearmarket territory - #apemc think light may coming soon #cryptocurrency space 1- less correlation stock market 2- current price #bitcoin near ath previous market cycle 26k. 3- media attacks high,-1
@joebiden @potus accomplishments: #runawayinflation #borderinvasion #skyrocketinggasfood #babyformulashortage #afghanistandisaster #russiaukrainewar #bearmarket,0
in: ____ white house says administration watching inflation closely good position fight it. #stockmarketcrash #stockmarket #stockmarketindia #inflation #usa #whitehouse #joebidensamerica #joebiden #american #amberheardisaliar #amc #dowjones #btcusdt,1
#stockmarketcrash tf shit trending every day lately? __,-1
#russia2022 #aggression #tactics #wargames #ww3 #wwiii #stockmarketcrash #russiawar #ukrainewar #stoplyingaboutjesus #stopservingfear #keepservingjesus #kingdomperspective #kingdomtings #kingdomwomen #againstthecurrent #bingejesus #getusedtodifferent #2ashallnotbeinfringed #2a,0
participation trophies finally caught us ____#onthisday #bearmarket,0
#stockmarketcrash full force right now. know everyone scared look buying opportunities favourite stocks slide corrupt market. buying opportunities wont around ever history market recovery always strong,1
markets waiting empty portfolio you?__ #stockmarketcrash #nifty50 #stockmarkets #bankniftyfuture #fuelprices,-1
fear #bearmarket hunt #bearmarket,-1
"guess moderately buying #stockmarketcrash #stockstobuy right time investment ""whatever expected happened"" jo hona tha wo ho gya ab #buythedip karo dosto leave 3 6 months - surely get 30% return yur #investments",1
"keeping interest retail shareholder protect indian market, behalf investors india request sebi change timing market close 2 pm. @anilsinghvi_ @deepdbhandari #nifty #stockmarketcrash",1
geopolitics - #biden failed corona management - biden failed economy - biden failed #russiaukraineconflict #stockmarketcrash,-1
"notifications turned crypto witch @marenaltman spent last stables astrology books study. next bull run ready. ""it's written stars"" - @tinie tempah #crypto #bearmarket #stocks",0
"#nifty top 3 hourly sectors oil gas &amp; consumable fuels, metals &amp; mining &amp; power #bottom 3 construction, chemicals &amp; healthcare #stockmarkets #stockmarketcrash #stocks #stock #stockstowatch #stockstobuy #stockmarket #invest #trading",1
"sri lanka stocks plunge aspi falling 400 points 11,700 expo falls 300, currently trading 293. lolc 1,022 #srilanka #lka #stockmarketcrash",-1
"bearish structures different bullish structures, see bearish phsycology structures everywhere, least see #bearmarket",0
buying #bearmarket $xrp $shib $hbar ?what #hodling,0
sort days reading universe reading advise called market experts... #nifty50 #investingtips #stockmarketcrash #advise #stockmarkets,0
"paytm 60% issue price,feeling sad retail investors. hope sebi check valuations approving ipo company. #sebi #paytmkaro #retail #stockmarket #stockmarketcrash",-1
bull's crushed!! #bearmarket #nifty #niftybank #stockmarket,-1
$amzn $nflx free fall. looking #buythedip $dpro &amp; $tsla #stockmarketcrash #trading,1
first bear market_ hoping last __ #btc #crypto #bearmarket #tothemoon,1
sold anything. still degen yield farming 1700% gonna spend day family. peace! #cryptotwitter #bitcoincrash #cryptocrash2022 #stockmarketcrash,1
@cryptosr_us #bearmarket,0
"hey permabulls, getting picture yet? #bearmarket etc",0
let #stockmarketcrash like discounts anyways ____,1
"know people r giving recommendations twitter, nifty weak &amp; downtrend, breakouts fail. #stockmarketcrash",-1
#stockmarketcrash revlon end going tubes? women stop buying lipstick?,-1
max pain incoming #bitcoincrash #bearmarket,-1
another __ weekend... __ means good timing research new projects!! #cryptocurrencies #dyor #bearmarket,1
#russiaukraineconflict #worldwar3 russia big supplier oil gas russia ukraine exporter wheat get ready indians price hike... every front... #stockmarketcrash already underway,1
#justicefortheactman #justiceforactman #youtubesideswithhate #youtubeiscorrupt #youtubeisantilgbt swear @youtube @google actively making #stockmarketcrash enforcing tos would made stock market price tank. #saynotohate,1
"paying in-house, #brand strengthening #community building #crypto bear market critical; but, asked pay marketing crypto #bearmarket tells best interests looked after.",1
"candle day 21/04/2022 closed. open: $ 41,419.04 high: $ 42,987.58 low: $ 39,998.67 close: $ 40,546.89 change: -2.15% #bitcoin #candle #bearmarket",-1
whew!! one 'mean tweet' #stockmarketcrash met @realjameswoods quota blocked liberals less hour. #winning #maga,-1
crashed? #stockmarketcrash,0
__eploying capital_ new meme #crypto #bearmarket2022,0
got valentine's wish #nse #bse #stockmarketindia #stockmarketcrash,1
"obviously, fed's plan fight inflation crash stock market, people staying home trading crypto stocks go back work wage inflation abates. #stockmarketcrash #fed #cryptocrash",-1
pumping dumping big time #stockmarket #spx #dow #stockmarketcrash,-1
"recession 2022 inevitable. going long painful, brace ppl. #bearmarket #stockmarket #cryptocrash",-1
"*bear market* everyone: ""i'm holding, selling all, nfts failing"" axondao: ""let's release first nft!"" #nft #web3 #bearmarket",-1
"market continues go down, important remember real wealth built. #stockmarketcrash #investments",1
"@vojtek_milan #btc #bearmarket head shoulders pattern started july 2021 almost complete: party over, guys, bleed soon. takes profit watch dive end bear market cycle. storm comes good weather ___±ï_",1
least there__ mean tweets_ mean amirite? #russiaukraineconflict #stockmarketcrash #,-1
today's pump tomorrow's dump! #dowjones #nasdaq #sp500 $qqq $dxy $spy $spx #fed #bearmarket #bears #stockmarket #btc #bitcoin #fed #fomc #gdp #inflation #bullish #bearish #bearmarket,-1
apex trading #focuslist #tradeideas $amd calls 121 $sq calls 120.70 $amzn calls 3080 | puts 3000 $nvda calls 241.57 | puts 233.55 #stockmarketcrash,0
"#crypto still go down. keep mind, #bearmarket over. __ #bitcoin #eth #bnb #pls #ada",0
"crypto bros got cocky, #luna shitshow. $amc bros got cocky, #amc shitshow. $tsla bros got cocky, #stockmarketcrash real. __",-1
daily routine get get anxiety attack 9:15am eat get second dose anxiety 3:30pm sleep. #stockmarketcrash #stockmarket #cryptocrash #cryptocurrency,-1
remind everyone 2018 bear storm like thunder storm thunder bolt stay cautious specially new holders sleep bolts wakes bear_ #cryptocurrency #crypto #bitcoin #bearmarket #upstartit,1
"company makes good product that's never date, stay business forever. -peter lynch #nifty50 #stockmarketcrash #stockmarket #investing #etf",1
"@watcherguru omg many kind news speech recently, like last oct/nov people news said #btc reach 80200k december. going even downward? #news #cryptocurrency #bearmarket",1
ffs people see discord atm floor price discussions. #bearmarket &amp; #nfts immune fluctuations. accumulate projects love. looking 3 5x new purchases. go great art &amp; kill __,1
gm! comment projects picking bear market sale! #nft #nftcommunity #nftart #web3 #trending #crypto #cryptocurrency #bearmarket,0
anybody numbers today ? #stockmarketcrash,0
blessings preparation meets opportunity. #spreadlovewealthwisdom $spx $spy #es_f $ndx #nq_f #stocks #stockmarketcrash,1
biden scheduled speak inflation market immediately turns downside. __ #stockmarket #stockmarketcrash #bidenflation #bidenisalaughingstock #biden #inflation,-1
"fridays (tomorrow) often good rug pull, opposite way week trending. could start ealy? sure, anything happen. #stockmarketcrash #stockmarket",1
"#stockmarketcrash robinhood couple generations young, educated money mangers never taught fundamentals geopolitical risk. #history101 putin monster!",-1
"bear market bull market duck season rabbit season cares, building. #bearmarket2022 #cryptocrash #fathersday",1
"#markets collapse yesterday?__ __ __ #btc dropped $23k, lowest level since dec2020 (current price: $22.1k @coingecko) __ @celsiusnetwork paused withdrawals, exchanges, &amp; transfers accounts __ue extreme market conditions_ #bearmarket #cryptocrash",-1
"high inflation economic crisis also hit stock market. stocks began crash. president trump said biden elected, there'll high inflation stock market crash. trump right again. america needs get rid brandon asap. #stockmarketcrash",-1
"everyone think market bounce, market make happens __ #stockmarketcrash #buythedip",0
us economy going towards double digit inflation... aggressive rate hikes ahead. fasten seat belts__ #stockmarketcrash,-1
investor wealth declined rs 5.12 lakh crore rs 254.52 lakh crore today rs 259.64 lakh crore previous session. #stockmarketcrash,1
welcome #bearmarket,1
#btc/usdt scalp short!!! entry zone:29600 &amp; 31700 sell zone:29350-29000-28500-28000 stoploss : 1hour close 32700 lev : cross 20200x lev invest 1-3% #btc #ftm #eth #bnb #bnbchain #bearmarket #ø§_ø¨øª____ #lunatics #luna,0
know market lot people take precautions. sounded good since start bull run! nothing pays good consolidated strategy!_______°_ #bitcoin #bearmarket,1
s&amp;p 500 ~18% ytd. $spx enter #bearmarket territory 2022 - exactly? #stockmarket $spy #spy #spx #spx500 #sp500 $es_f #bears #bulls #snp #stockmarketcrash,0
"trump convinced idiots hard president king can't wrap little smooth brains around fact biden control gas prices, formula recalls, btc prices, cause #stockmarketcrash. stop fearing education!",-1
time buy shares #stockmarketcrash today !,1
"@rovercrc $sys survive #bearmarket following @syscoin while, appears community project gaining traction ever before. fantastic! #smartcontracts",1
"don__ control risk sell, control buy; sell simply take loss, loss already predetermined make mathematical sense. #stockmarketcrash #investmentpsychology #technicalanalysis",-1
"__ot losing big single important factor winning big. speculator, losing choice, much lose is._ _ mark minervini #stockmarket #stockmarketindia #stockmarketcrash #stocksinfocus #stockmarkets #stocks #stockportcounty",-1
things bear market 1. build 2. collab teams building 3. keep calm 4. provide updates community engage 5. build! #bearmarket #recession #cryptomarket #bitcoin #nfts,1
"buying #stocks week. mostly evs, tech, reits. you? stonks #crypto? #stockmarketcrash #stocks #stockstotrade",0
"brave enough travel unknown path, learn capable of. experience alone worth #lifeexperiences #anitamattu #courage #mindsetcoach #stockmarketcrash",1
#stockmarketcrash buy dip: famous last words,0
overnight success myth. overnight failure certain. $luna #bitcoin #cryptocurrecy #crypto #lunaterra #bearmarket #altcoin,-1
3 employess axis mutual fund including md &amp; ceo #chandreshnigam made scam 1000 cr heavy redemption pressure schemes axis mf. top holding axis mf #naukri #torrentpower #coforge #divislab #stockmarketcrash,-1
"@easyeight08 yes, 1 year #bearmarket far",1
pov : @aamaadmiparty completely filled chamche @arvindkejriwal total sh*t ___ #tajinderbagga #hindulivesmatters #hindu #ukraine #stockmarketcrash #buythedip #hindutva #hindurashtra #hinduecosystem #hinduism,0
bear market makes millionaires_ #crypto #stockmarketcrash #cryptocurrency #bitcoin #eth,0
$fdl greatest #etf #bearmarket generates steady returns little volatility; tired market seems bottom continues fall entrust assets guy main axis year.,1
"guess, even nifty celebrating valentine__ _¥²_¥² #stockmarketcrash",1
ready reset? #altcoins #btc #eth #xrp #stockmarketcrash #cryptocrash,1
talk #bearmarket decided think long hard what's important #defi sideways times. come checklist strategy help though times turbulence. nfa,1
rbnz tipped raise rates 2% wednesday. long ago rates 0.25%. several generations idea coming. boom. #nzdusd #inflation #housingcrisis #bearmarket,-1
"great #dao exodus begin. #bearmarket destroy 30-50% dao treasuries, leading devastating cycle since contributors get paid, meaning progress grind halt. daos solid visions good treasury management, #wagmi",1
gm. fkin gm ____ loving prices. safely start buying. try time bottom. won't. dca see u lambo next year ______ #bearmarket #bitcoin #ethereum #solanasummer,1
"bloodbath d-street: #sensex tanks 2,700 pts, biggest fall since march 2020. #nifty settles 16,250 #russiaukraineconflict #stockmarketcrash #russiaukraine",0
stock market experts market falls can't people post losing gaining give targets. #stockmarketcrash #experts #stockmarketexperts #investingagencies,1
reason seeing many stocks reaching pre pandemic levels. stocks doubled-tripled post pandemic market rally may continue fall proper valuations. #stockmarketcrash #niftybank #niftyfuture #banknifty,1
can__ taper ponzi #bearmarket #federalreserve #bitcoin,0
today__ business news: 1. tesla shares jumps 5% elon musk disclosed owns 21.2% stake company. 2. future retail allowed supreme court seek high court continuation reliance deal. 3. spicejet reports rs.42.5cr profit. #stockmarketcrash #tesla,1
think smell ... bear bull shit ___¤¡ #crypto #bearmarket #bullmarket #btc #bnb,-1
#bearmarket looks like russian whales enjoying victory day selling crypto assets buy gifts veterans lol __ #btc #bitcoin #eth,1
"october: one peculiarly dangerous months speculate stocks in. others july, january, september, april, november, may, march, june, december, august, february. - pudd'nhead wilson's calendar (mark twain) #stockmarketcrash",-1
#niftybank #bankniftyoptions bottom line : bnf may struggle crossing 33000 level. market still 'sell rise' 33500 safe level now. one sell 33500 call next wk expiry sl 33760. #nifty #stockmarkets #stockmarketcrash #stockstowatch #optionstrading,1
@isabellamdeluca yes yes yes #stockmarketcrash #demorats @thedemocrats,1
beginning feel like great depression pt 2! #depression #costoflivingcrisis #inflation #stockmarketcrash,1
"predict #stockmarketcrash pick bargains tomorrow. look bounce up. reality economy sinks in, slide again. nothing biden. hello? war ukraine it__ global.",-1
#dowjones trending multiple languages twitter. #stockmarketcrash global cares abt #january6thhearings usa dow jones one worst crashes decades? how's 401k biden?,-1
@cameron_stoner @bears_deluxe @marinemarauderz @marinemarauderz guy love project explode #nftcommunity like @bears_deluxe #nfts stay #bearmarket,1
people realize thing __et rich fast_ investment? grow money long term. don__ try predict market. stop buying shit don__ need. @noahpinion leave out? #stockmarketcrash #cryptocrash #bitcoin,-1
#stocktoinvest #icicipruli buy icicipruli 491 target price 740 cmp 490 tenure 1 year #stockmarketindia #investing #stockmarketcrash,0
someone really wants margin call saylor...#btc #bearmarket,0
want set competition? begin franchising company. one reasons franchise business gain advantage competitors. #bitcoincrash #stockmarketcrash #sensex #nifty #franchise #india,1
favourite things bear market? #crypso #cryptomarket #bearmarket #cryptocrash #bitcoin #bitcoincrash,0
#update #lti larsen toubro infotech add range 3565-3600 range strong support level #niftyit #bearmarket #lti,1
$beem $7.60 mark would pull assets possible level hit floor. ______ #stocks #stockmarketcrash,1
"""well, somebody told us wall street fell, poor tell."" alabama - song south. #stockmarketcrash",-1
$ebay stock 8% earnings report increased turmoil ukraine #stockmarketcrash #earnings,-1
made january losses last 2 trading days. never give up! #bearmarket #clutch #process,-1
#diamondhands tested #bearmarket2022,0
"day 086 asking @secgov @garygensler protect retail investors suspending off-exchange, unregulated dark pools security whose dark pool volume &gt;50% previous trading day. (ref: #amc #gme ) #darkpoolabuse #protectretail #stockmarketcrash",1
'catch falling knife' phase market cycle. #stockmarketcrash,-1
"even #crudeoil hit 100 mark, time #viratkohli hit 71st 100 mark soon. #russiaukraineconflict #bearmarket #brentoil",0
#stockmarketcrash clearly understood seeing #oilprices #federalreserve raising interest rates; highest 28 years,1
interest rates going rise imagined clearly significantly... valuations companies become technically worthless future higher interest rates. #stockmarketcrash #inflation #bitcoin #cryptocurrency #dollar #cryptocrash,1
"might come sooner thought. october 1987__ crash, jupiter aries opposing stock market__ natal jupiter second house finance. thought maybe year downturn reached direct opposition. #jupiter #stockmarket #stockmarketcrash",-1
let__ talk bear markets impact me. __ @odyssey_dao committed providing web3 education phase market whether it__ bear bull. _§µ bear markets web3 keep momentum__ #web3 #bearmarket #crypto,1
"i__l say again. #crypto fascism ticking time bomb. think guys toxic now, wait bottom falls out. #nft #cryptocurrencynews #bitcoincrash #bearmarket",-1
"buy dip, added 50% lloyds position 10% day â£10 added padi. millionaires made today! #stockmarketcrash",0
bottom falls ? $eth target $700. bull case still remains $822k. #bearmarket,0
invest lows create new highs! life simple investing simple we: __he people_ make hard emotions #xrp #btc #eth #cspr #metaverse #nft #crypto #altcoin #altcoins #cryptocurrency #bearmarket #bullmarket,-1
bonds believing rally $lqd $tlt $hyg higher #junkbonds [hyg $jnk] lagging bit eyes bonds see #stocks extend rally #investors #daytrading #investing #stocks #stockmarkets #bearmarket2022,-1
buying commodities give better results buying stocks 52 wk low short term traders atm. #commodityshock #stockmarketcrash #investing,1
think bottom #bitcoin leg ? #btc #cryptocrash #bearmarket bitcoin bottom ________,0
let burn. #stockmarketcrash,0
"#bearmarket time buy dip hold, accumulate day harvest come #btc still best investment #cryptocrash #ghanavsnigeria",1
care ceo makes. took risk none did. put time capital. really y__ll talk now? step outside. life twitter __ #bearmarket #stackcash #unload #bigbag,1
worst mistake ever made crypto bear market? #btc #bearmarket #crypto,-1
@route2fi @savetonotion #thread #bearmarket,0
"traders, especially beginners, lose money intraday trading high volatility stock markets. generally, losses occur due fear greed because, investment risky, lack knowledge is. #stockmarket #stockmarketcrash #nifty50 #invest",-1
#banknifty entered bear market territory. 20.6% record high. #stockmarketcrash,0
"google search shows __ack interest_ #bitcoin ! currently, seems demand #btc retail investors declined past several months,this case back late 2017 btc spiked then-ath roughly $20,000. could sign #bearmarket ?!",-1
"$u accepting kohls 30% coupons, today only. #bearmarket",1
@gtgmoney226 @blade__mcg crashing #stockmarketcrash #dowjones #nasdaq #stagflation #bearmarket,0
"#dowjones officially #bearmarket, 19.1% decline already set record. dow dropped 11 12 weeks, breaking record falling 10 11 weeks back 1929. began great #depression. begins greater inflationary depression.",1
22k time buy $btc! #bearmarket,0
seems like already enter bear market given current crypto sentiment. what__ exit strategy? #crypto #bearmarket #bitcoin,1
@redboxindia @nseindia hey britishers running away india_¤£_¥² #stockmarketcrash,0
crypto kill himself. #btc #eth $btc $eth #crypto #bear #bearmarket2022,1
"#nf breaks 15853 20 minutes next target :::::::::15700 screen hours !! _again telling u forget #bearmarket ,mandi started",-1
one year presidency @joebiden lost afghanistan ukraine. must record. @potus #ukraine #stockmarketcrash,-1
"brutal day cryptoverse! remember, nature balance - things contain seed opposite force. yin &amp; yang, right &amp; wrong. what__ pleasure without pain? __ #hangtight #cryptocommunity #bearmarket #buythedip #cryptocrash #lunacrash #luna #terraluna",1
"don__ make mistake #bearmarket. generational opportunities exactly that, generational",1
@ryan__rigg dark pools effectively unregulated stock exchanges run megabanks wall street blew u.s. financial system 2008 received largest taxpayer bailout u.s. history. #darkpools #wallstreet #stockmarketcrash,1
focus changed #crypto #bearmarket2022 what's go-to everything looking red? #play2earn / #movetoearn #nfts? #trading? #staking / #defi? something else? let us know!,0
#cannabisindustry expected 33 billion dollar industry year yet can__ seem fix economy? us could somehow grow money trees_ #inflation #recession #fed #letsgobrandon #scammers #bearmarket,0
nasdaq trumps last day office. #impeachbidennow #stockmarketcrash,0
what__ noise say? oh that__ gears j-pows money printer starting fire __ #thefed #russiaukraineconflict #stockmarketcrash #stockmarket,-1
learned short bear market using one simple trick taught @uffyeah #bearmarket2022 #short #investing #guru,-1
"#stockmarketcrash believe, eyes opened narendra modi become ruin india, bad governance, bad policies, tax collection, inflation make beggars leaving ambani, adani?",-1
@disney hire @christuckerreal chris tucker like rush hour mulan. #ideas #concept #stockmarketcrash #paramount,1
"rupee depreciates, stocks would buy? comment below__ #rupeevsdollar #stockstobuy #stocks #stockmarketcrash #stockmarketindia",0
"think bear market period many opportunities past months, periods low volumes people tend drop, keep eyes open millionaires born..____ . . #bearmarket #solananft #solanacommunity #nftcollector #solananftproject",-1
guys two weeks ago turner 1 #eth #usdtether .i believe #stablecoin safety net. prepare #bearmarket,1
"everyone screaming ""it's bear market"" weeks ago_ #cryptocurrency #cryptos #bullmarket #bearmarket",-1
"calling it, today bottom!!!!!! #stockmarketcrash #buythedip",0
@xyuknw got big problem #stockmarketcrash #dowjones #nasdaq #stagflation #bearmarket,-1
sorry inactivity trying hard finish school look new job set discord also go insane. #crypto #nft #nftcommunity #btc #eth #altseason #apecoin #bearmarket #bitcoin2022 #goblintown #bullish #affiliatemarketing,-1
*sees #stockmarketcrash trending **holds pants _____¤¨,0
"4/ ""at may__ market low, #buffettindicator 145% higher average past #bearmarket lows, 95th percentile historical distribution.""",-1
becomes difficult invest pre earnings businesses like paytm zomato watching #sharktankindia. #stockmarketindia #stockmarketcrash #buythedip,-1
crypto crash coming india introduce 30% tax crypto trading _ massive sell way #cryptocrash #bearmarket #sell #bitcoin,-1
word summer season __apitulation_. i__e never heard mentioned much youtube past week. #crypto #capitulation #terra #bearmarket,0
reason seen distraction scam hearing theater tv cover disastrous cpi report tomorrow. #inflation coming lot higher predicted. expect giga dump tomorrow. #stockmarketcrash #bitcoin_rug,-1
#stockmarketcrash move $btc $shib it__ sale today,0
desperation everywhere prove gonna recession. things like never end well. #recession #stockmarketcrash #inflation,1
best nft &amp; crypto #bearmarket #traders there?,1
"good morning beautiful people, thoughts little rally close. #stockmarketcrash #optionstrading #daytrading",1
what__ happening soccer â· starts 3:45 pm tottenham hotspur vs arsenal fc cnbc â· 4 hours ago $200 billion erased entire crypto market day sell-off intensifies trending #stockmarketcrash entertainment â· trending bill maher,1
way markets behaving 18000 current levels 16664 looks like may c nifty 15000 soon... expectations high _¤£_¤£________ #stockmarket #stocks #stockmarketcrash #stockmarketforbeginners #stockmarketindia,1
"current #crypto influencers refer previous #bearmarket experience. 10k : __e__e going lower fill cme gap_ 15k: __xpect 50% retrace way up_ 60k:___t__ blow top, we__e going 100k_ 30k: __t__ bear market, it__ gonna fall 50% like 2018_",-1
@whalecointalk according perspective believe yet bear let expect btc coming #bitcoin #bearmarket,0
@catturd2 meant markets #cpi #stockmarketcrash #cryptos @federalreserve @nyse,0
@koker199 @potus sure is!!! mean fucking begin? #inflation #stockmarketcrash #gasprices #housingmarket #formulashortage #afganistan #ukraine #shootings,1
"&lt;100 @flowerfamnft listed, bear market, $honeycoin incredibly well bear market - get flowers price skyrockets! #ffam #nfts #bearmarket #passiveincome",1
cpi data last friday needed know entering one worse recessions we__e witnessed history social media tends make everyone want live best life im messanger sharing information #bearmarket,1
#stockmarketcrash tweets hilarious. gotta love dark humour ____,1
seems long day market keep going already running low extra cash #investing #bearmarket #stockmarketcrash #buyandhold,-1
volatile right now? #cryptocurrencies #bullish #daytrading #stockmarketindia #bearmarket #cryptoverse #stockmarketcrash #stock #stockmarket,0
eyeing idea #stockmarketcrash dow 800 points. insane #gasprices #inflation numbers everyone looking #january6thcommittee nothing distraction propaganda best. #january6thhearings #january6thcommitteehearings,1
good news may approaching end market sentiment! good news least short term ( say month ) situation go worse! expect earning season volatile. #nasdaq100 #marketcorrection #bearmarket,1
quick #bearmarket trading tips: rule 1:be strict limiting losses | 520% max rule 2: don__ bet trends rule 3: take small wins | add,1
go #stockmarketcrash thanks #biden,1
#bearmarket expect retest 30k end jan,0
9th may real crypto currency world people experiencing first dip take heart strong #luffytoken #bearmarket #bitcoincrash #redmarketpeak,1
pooped eye random bird higher approval rating #joebiden #maga #ultramaga #americafirst #bidendestroysamerica #bidengascrisis #bidenbordercrisis #stockmarketcrash #gasprices #inflation,1
making history 50 years economists look back understand economic predicament! #recession #depression #stockmarketcrash #housingcrisis #markets #thisistheway,0
waiting crypto #bearmarket deploy capital anon? it__ happening front eyes still chance capitalize it.. here's how.. (1/15) #crypto #cryptoinvestor #defi #cryptocurrency,1
"s&amp;p 500 opens track bear market, 20% record #bearmarket2022 #sp500 #equities #indices #trading",0
"everyone asking what's lowest bottom #stockmarket? even dont knw exact number _¤·_____ï¸_hen hav telling since sep2021, tat till april2022 market keep correcting hugely, u shud knw, r yet reach lowest. keep investing stages. #stockmarketcrash",-1
$near top 10? good investment? #cryptocurrency survive #bearmarket ? #cryptotrading,1
@digitalwilly @wearecultdao @cultdao_ @cultomb @cultist1221 @cultmademylife @cultnow @n3oshi @dennoshi95 @cultdaothemany #cult #cultdao #dao #bearmarket,0
"mester, jpow, brings market? $spy $qqq #stockmarketcrash",0
retail buying selling going move market direction. big money flowing yet? #investing #bearmarket doubt it.,-1
"would advise using #stockmarketcrash topic small talk. also, probably smart avoid talking @mapleleafs leafs fan too. stick weather. weather nice.",1
"putin bullied market, market bullied bulls. nifty corrected 800+points. #stockmarketcrash #russiaukraineconflict",-1
"market never masses expect. confused, knew heading bear. seemed like everyone else too, issue. glad finally reconciled it. #economy #bearmarket 1/2",1
hmmm $luna classic fall morning ? #crypto #lunac #luna2 #altseason #btc #eth #nft #nftcommunity #passiveincome #terra #airdropcrypto #bearmarket #boredapeyachtclub #cryptocommunity #cryptonews,0
#bitcoincrash ever? #cryptocrash #cryptocurrencynews #cryptomarket #bearmarket #cryptos #altcoins #btc,0
bunge itavunjwa 16th june... ruto known name marinated chicken luhya nation. #thedig #stockmarketcrash,0
happen crypto industry tomorrow miners stop recognising bitcoin__ store value preposition! #bitcoin #web3 #altcoin #bearmarket #nft #dao,1
